0h_01	0h_02	0h_03	0h_04	0h_05	0h_06	4h_01	4h_02	4h_03	4h_04	4h_05	4h_06	24h_01	24h_02	24h_03	24h_04	24h_05	24h_06	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	iBAQ peptides	MS/MS count	Peptides 0h_01	Peptides 0h_02	Peptides 0h_03	Peptides 0h_04	Peptides 0h_05	Peptides 0h_06	Peptides 4h_01	Peptides 4h_02	Peptides 4h_03	Peptides 4h_04	Peptides 4h_05	Peptides 4h_06	Peptides 24h_01	Peptides 24h_02	Peptides 24h_03	Peptides 24h_04	Peptides 24h_05	Peptides 24h_06	Protein IDs	Majority protein IDs	Protein names	Gene names	id
24.955265045166	25.6062545776367	25.6607685089111	25.70432472229	24.8707790374756	25.5182132720947	25.232479095459	24.0717506408691	24.5245819091797	24.9364261627197	24.2571640014648	25.0136432647705	25.4337024688721	24.6484127044678	24.874906539917	24.9158706665039	24.0170745849609	25.3545188903809				3	3	3	25	25	25	21.777	0	7.2231	424080000	10	11	1	2	2	2	1	3	0	0	0	0	0	1	0	0	0	0	1	0	Q921Y2	Q921Y2	U3 small nucleolar ribonucleoprotein protein IMP3	Imp3	4171
28.1210975646973	27.8642559051514	28.1591854095459	27.7588787078857	27.8414611816406	28.0008850097656	28.0691738128662	28.1228256225586	27.8269920349121	27.8773632049561	27.7985382080078	27.8629570007324	28.3981952667236	28.360221862793	28.4767646789551	28.1821994781494	28.275598526001	28.3429946899414				16	16	16	59.8	59.8	59.8	35.294	0	126.51	13635000000	14	134	9	6	9	9	9	7	9	12	6	8	8	8	7	8	7	7	8	8	Q922B1	Q922B1	O-acetyl-ADP-ribose deacetylase MACROD1	Macrod1	4172
27.8107833862305	27.7353115081787	27.8281440734863	27.6668872833252	27.570728302002	27.638858795166	28.1852264404297	28.0035667419434	27.9513263702393	28.1839981079102	27.9686756134033	27.9597511291504	27.8292922973633	28.0814170837402	27.9364624023438	27.8801116943359	27.9567642211914	27.8367748260498				50	47	4	68.8	67.6	7	101.2	0	323.31	45690000000	50	508	27	28	26	21	22	25	31	34	37	37	33	33	28	33	28	31	27	27	Q922D8;Q3TW74;Q8BXX7;A0A1W2P733;Q8BY49;A0A1W2P7L5	Q922D8;Q3TW74;Q8BXX7;A0A1W2P733	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	Mthfd1	4173
26.2429447174072	26.2851219177246	26.2801723480225	26.3691463470459	26.3327217102051	26.4818992614746	26.34889793396	26.0545520782471	26.5474262237549	26.1119956970215	26.3902626037598	25.9521827697754	26.2393970489502	24.3378715515137	26.3142700195313	26.4606246948242	26.2515125274658	26.2725048065186				9	9	9	26	26	26	59.296	0	11.232	2893700000	29	49	3	3	4	5	3	5	2	5	2	3	4	3	2	1	2	2	3	3	Q922J9-3;Q922J9;Q922J9-4;Q922J9-2;D3Z4N9;D3Z5W6;D3Z072	Q922J9-3;Q922J9;Q922J9-4;Q922J9-2;D3Z4N9	Fatty acyl-CoA reductase 1	Far1	4175
31.4314136505127	31.3412246704102	31.4078598022461	31.4397602081299	31.4864921569824	31.2644443511963	31.1794376373291	31.1777744293213	31.3320751190186	31.07985496521	31.2050151824951	31.086893081665	31.5779476165771	31.3682804107666	31.4228210449219	31.3195323944092	31.3456192016602	31.2761421203613				36	36	19	89.3	89.3	41.4	38.194	0	323.31	193470000000	17	442	18	26	22	26	23	23	21	23	22	22	22	20	24	23	24	22	23	25	Q922Q1;D3YZZ3;Q9CW42;A0A087WPC2	Q922Q1	Mitochondrial amidoxime reducing component 2	Marc2	4177
31.4491386413574	31.2835559844971	31.4804859161377	31.3018207550049	31.351001739502	31.3358592987061	31.2739219665527	31.2700271606445	31.249490737915	31.1049957275391	31.1819267272949	31.2930183410645	30.9783515930176	30.8951873779297	30.7572422027588	30.7451095581055	30.8254013061523	30.8229732513428				29	29	29	56	56	56	34.877	0	323.31	172520000000	14	329	15	20	14	23	23	12	14	13	18	13	19	14	14	15	13	21	16	15	Q922Q8;Q3TF84;Q3UBL0	Q922Q8;Q3TF84	Leucine-rich repeat-containing protein 59	Lrrc59	4178
27.3522033691406	27.2798538208008	27.2439079284668	27.1685390472412	27.4471111297607	27.4034881591797	27.2734661102295	27.34104347229	27.47483253479	27.0102005004883	27.4576377868652	27.4384918212891	27.3182067871094	27.383768081665	27.3675308227539	27.0355911254883	27.1843280792236	27.386402130127				24	24	24	44.8	44.8	44.8	77.454	0	152.31	12161000000	33	154	10	8	8	10	10	9	8	14	9	8	8	12	7	10	7	8	12	7	Q922U1;Q3UT19;E0CYD0;F6T4V0	Q922U1;Q3UT19	U4/U6 small nuclear ribonucleoprotein Prp3	Prpf3	4179
27.9602489471436	27.8716773986816	27.764331817627	27.2871837615967	27.9015026092529	27.5675411224365	27.6471881866455	27.8880310058594	27.967357635498	28.3201885223389	27.6766719818115	27.9924259185791	28.0093994140625	27.7947025299072	28.0981330871582	27.8376770019531	27.8151893615723	27.6073837280273				14	14	14	43.1	43.1	43.1	33.572	0	221.02	10871000000	15	130	11	6	5	4	8	9	8	6	8	9	6	9	7	4	5	5	6	6	Q922Y1;A0A498WFS2	Q922Y1;A0A498WFS2	UBX domain-containing protein 1	Ubxn1	4180
25.6772365570068	25.6985874176025	25.2191371917725	25.6663856506348	24.3487281799316	24.5694065093994	25.6858406066895	25.5096015930176	25.1769256591797	25.931884765625	25.1975784301758	25.7110385894775	26.0599040985107	25.0479831695557	25.675271987915	25.2434749603271	25.4268932342529	24.9995861053467				9	9	9	18	18	18	62.289	0	14.529	791260000	21	25	2	2	1	2	1	0	4	3	0	3	1	3	1	1	2	0	2	0	Q923B1;F6ZYX6;F6S2R9;F6SDN8;Q8BP51;F6UCV1;D3YXA2	Q923B1	Lariat debranching enzyme	Dbr1	4181
27.2327899932861	27.1540260314941	27.3084316253662	27.3805522918701	27.5846290588379	27.3726863861084	27.2360801696777	27.2153053283691	27.2476234436035	26.9517154693604	26.8849506378174	27.1830043792725	28.0214691162109	27.6692562103271	27.8442783355713	28.0526351928711	27.818058013916	27.9709815979004				10	10	10	30	30	30	52.993	0	151.18	8731600000	24	100	5	3	4	5	3	8	5	4	5	5	4	6	8	6	8	8	8	9	Q923B6	Q923B6	Metalloreductase STEAP4	Steap4	4182
27.655740737915	27.4944972991943	25.0689964294434	27.6714172363281	24.9867973327637	27.5596122741699	24.4515342712402	27.7848148345947	27.4840068817139	27.7366676330566	27.3534660339355	27.520133972168	24.8881893157959	24.5486907958984	24.113166809082	26.8834362030029	24.9155864715576	24.1565818786621				5	5	5	33.3	33.3	33.3	17.143	0	18.959	3460400000	9	39	4	3	2	3	1	3	1	3	3	3	3	2	0	1	1	2	2	1	Q923G2;A0A338P6I2;A0A338P6B4;A0A338P6M3	Q923G2;A0A338P6I2;A0A338P6B4	DNA-directed RNA polymerases I, II, and III subunit RPABC3	Polr2h	4184
27.7386665344238	27.633810043335	27.6828441619873	27.2577285766602	27.3083457946777	27.4553661346436	27.9676876068115	27.8099880218506	27.8260231018066	27.9338207244873	27.9945869445801	27.8312282562256	27.6078071594238	27.6422367095947	27.6309680938721	27.5896377563477	27.6738433837891	27.7061576843262				17	17	17	71.8	71.8	71.8	30.429	0	94.359	15251000000	16	159	9	7	8	7	6	7	11	9	11	12	10	10	10	7	7	6	8	7	Q924B0;Q3TME6;Q9D066;Q3U5R8;O55023;Q80ZJ2;A0A0A6YW07;D3Z703;P29218;P29218-3	Q924B0;Q3TME6;Q9D066;Q3U5R8;O55023;Q80ZJ2;A0A0A6YW07	Inositol monophosphatase 1	Impa1	4185
25.1149253845215	24.2687244415283	25.7275943756104	24.1187286376953	25.424768447876	25.5161399841309	25.2569522857666	23.8917846679688	23.7944259643555	25.3095245361328	25.5863761901855	24.3667278289795	25.325532913208	25.6814250946045	25.3467960357666	25.0121650695801	25.2588958740234	24.8444843292236				3	3	3	9	9	9	59.49	0	9.4757	924240000	23	29	1	0	3	1	2	2	2	1	1	2	3	1	2	3	1	1	2	2	Q924H7-3;Q924H7-2;Q924H7;E9Q4Y9;E9Q020;E9Q5D5;F6Z247	Q924H7-3;Q924H7-2;Q924H7;E9Q4Y9;E9Q020;E9Q5D5	WW domain-containing adapter protein with coiled-coil	Wac	4186
24.914176940918	26.385612487793	26.2241115570068	26.495641708374	26.3049736022949	25.9630298614502	25.9131469726563	26.5533275604248	26.1942844390869	26.2251415252686	26.1441955566406	26.0342063903809	25.647834777832	25.0664176940918	24.3489151000977	24.1697177886963	25.8030681610107	25.6793327331543				20	16	2	40.8	36	5.1	67.076	0	69.623	2146500000	34	62	2	10	8	6	5	7	9	10	8	9	6	6	3	2	3	4	4	5	Q924K8;Q3UII8;Q3UKM9;Q3U3A7;E9Q794;Q6ZPV1;Q924K8-2;Q3TY62;H3BLE1;H3BIY7	Q924K8;Q3UII8;Q3UKM9;Q3U3A7;E9Q794;Q6ZPV1;Q924K8-2;Q3TY62	Metastasis-associated protein MTA3	Mta3	4187
28.581974029541	28.5286903381348	28.5845565795898	28.5380840301514	28.5239505767822	28.5040035247803	28.3140201568604	28.501537322998	28.572826385498	28.468864440918	28.2285766601563	28.1985893249512	28.5676498413086	28.462911605835	28.5295829772949	28.4735946655273	28.4558353424072	28.3945198059082				22	22	22	58.6	58.6	58.6	41.7	0	184.29	21479000000	19	191	15	14	14	13	12	12	12	16	14	10	12	13	12	12	9	11	12	9	Q924L1;Q924L1-2;Q924L1-3;A0A2R8VK53	Q924L1;Q924L1-2;Q924L1-3	LETM1 domain-containing protein 1	Letmd1	4188
28.0386810302734	27.9103355407715	28.0027084350586	27.9312858581543	27.8781242370605	27.8149452209473	27.7080669403076	27.6398239135742	27.8042125701904	27.6671581268311	27.7289066314697	27.6441650390625	28.0340175628662	28.0040493011475	27.9596405029297	27.841402053833	27.7597045898438	27.8310470581055				13	13	13	64.9	64.9	64.9	32.313	0	145.34	11849000000	14	156	8	8	8	10	9	8	8	8	10	8	6	8	5	5	6	7	7	9	Q924T2;Q8BQ99	Q924T2;Q8BQ99	28S ribosomal protein S2, mitochondrial	Mrps2	4189
24.6081123352051	23.870719909668	24.0080127716064	24.2284049987793	26.0814304351807	25.0485782623291	25.0395908355713	25.0280418395996	25.2089576721191	25.5608711242676	23.6663951873779	24.5875339508057	23.6728096008301	24.7582244873047	25.7644443511963	24.7314338684082	25.3036823272705	23.7665176391602				7	7	7	8.2	8.2	8.2	127.2	0	21.714	591300000	57	31	1	1	3	2	1	1	2	3	4	1	1	2	2	2	2	2	1	1	Q924W5;A0A1W2P6V7;Q924W5-2;A0A1W2P6F2	Q924W5	Structural maintenance of chromosomes protein 6	Smc6	4190
29.0890922546387	29.0307579040527	29.1491394042969	29.0862350463867	29.0980072021484	29.0926761627197	28.9069576263428	28.9470386505127	29.1247482299805	28.8510875701904	28.9369678497314	28.8850955963135	29.4275226593018	29.4229011535645	29.3418502807617	29.1291790008545	29.3296070098877	29.1844940185547				66	66	66	84.1	84.1	84.1	66.741	0	323.31	93554000000	33	661	40	37	35	44	38	39	32	37	39	32	35	34	42	38	38	38	46	37	Q925I1;Q925I1-2;H3BK90;H3BKI6;V9GWS5;V9GWS6	Q925I1;Q925I1-2	ATPase family AAA domain-containing protein 3	Atad3	4192
26.6541709899902	26.5108852386475	26.4009342193604	26.2529010772705	26.6923217773438	26.5420913696289	26.8063659667969	26.6855201721191	26.8083305358887	27.2373561859131	26.5951976776123	26.9889106750488	26.2020225524902	26.5555381774902	26.2710437774658	26.5710029602051	26.4078521728516	24.6328086853027				8	8	8	46.8	46.8	46.8	36.942	0	54.154	3025000000	12	52	3	2	3	2	2	2	2	6	4	6	3	4	3	3	3	2	2	1	Q99J09;Q3V2T0;F7D5L2	Q99J09;Q3V2T0;F7D5L2	Methylosome protein 50	Wdr77	4194
27.1187229156494	26.9386520385742	26.3535995483398	27.2367191314697	26.9802188873291	26.6066780090332	25.9560871124268	25.7713775634766	26.167085647583	25.7045364379883	26.5492343902588	26.2958431243896	26.5181674957275	26.4959163665771	26.5270862579346	26.3157901763916	26.1962547302246	26.26123046875				2	2	2	49.1	49.1	49.1	6.3446	0	5.9497	2232800000	2	38	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Q99J19	Q99J19	Small integral membrane protein 11	Smim11	4195
26.0192222595215	25.0987911224365	26.0731239318848	24.2892646789551	25.5149803161621	24.7450847625732	25.894603729248	25.9984550476074	26.0433101654053	26.2174510955811	26.3404502868652	26.1574211120605	24.0455207824707	26.0492706298828	26.0749206542969	25.348217010498	25.8410778045654	25.9594974517822				11	11	11	33.1	33.1	33.1	38.884	0	19.53	1680900000	21	33	2	2	4	1	0	1	4	4	5	4	2	3	1	1	2	0	3	3	Q99J36	Q99J36	THUMP domain-containing protein 1	Thumpd1	4196
26.4075622558594	26.0993671417236	26.4100227355957	26.2561454772949	26.3920822143555	25.9670391082764	25.6774520874023	25.9511585235596	25.8978843688965	25.7978591918945	25.9952869415283	25.6581001281738	26.3520164489746	26.1154117584229	26.1097850799561	24.5461120605469	25.9585227966309	25.9116401672363				15	15	15	43.2	43.2	43.2	50.766	0	179.11	4484000000	24	128	9	9	8	7	11	9	4	10	10	8	5	4	9	6	9	3	7	8	Q99J39-2;Q99J39;Q569V6;Q9QXE6	Q99J39-2;Q99J39;Q569V6	Malonyl-CoA decarboxylase, mitochondrial	Mlycd	4197
28.4417400360107	28.4378566741943	28.5775871276855	28.5570945739746	28.4944972991943	28.6776466369629	28.3883743286133	28.5027904510498	28.6334991455078	28.4608821868896	28.3972988128662	28.3943977355957	28.6000633239746	28.5513858795166	28.5214061737061	28.4384517669678	28.4717750549316	28.608512878418				27	27	27	81.6	81.6	81.6	39.866	0	229.93	27623000000	18	252	12	12	11	11	12	14	13	10	11	13	19	14	15	13	16	15	15	17	Q99J62;Q3UI84;D6RGM1;D3Z7I8	Q99J62;Q3UI84;D6RGM1	Replication factor C subunit 4	Rfc4	4198
27.0779590606689	27.025276184082	27.1778812408447	27.2050838470459	26.89723777771	27.1035957336426	27.4347591400146	27.0793838500977	27.4652881622314	27.5116386413574	27.3863201141357	27.1300621032715	27.1965732574463	27.3571624755859	27.4375381469727	27.3873062133789	27.3598442077637	27.5595397949219				16	16	16	61	61	61	40.024	0	213.63	11382000000	16	140	5	4	7	6	4	6	7	8	5	10	7	11	5	7	10	8	8	8	Q99J77;Q3TFB5	Q99J77;Q3TFB5		Nans	4199
26.7590065002441	26.416561126709	26.2337055206299	26.2333202362061	26.3707103729248	26.4601402282715	26.4694862365723	26.1728744506836	26.440013885498	26.4277744293213	26.4633235931396	26.3760871887207	26.7395668029785	26.5415000915527	26.870677947998	25.3948059082031	26.8934230804443	26.3498096466064				9	8	8	39.2	37.1	37.1	42.761	0	82.435	3581900000	19	66	3	4	5	3	2	4	4	4	6	6	3	4	4	4	4	3	4	2	Q99J95;Q99J95-3;Q99J95-2;D6RHP4;D6RGN3;Q9D9B2;E9Q341;Q69ZM6-3;Q69ZM6-2;Q69ZM6	Q99J95;Q99J95-3;Q99J95-2	Cyclin-dependent kinase 9	Cdk9	4200
28.7194385528564	28.9275341033936	28.8848628997803	28.8827362060547	28.7376346588135	28.7920970916748	28.7782497406006	28.8139972686768	28.7006454467773	28.5580444335938	28.7460556030273	28.5940589904785	29.1990585327148	29.0171737670898	29.1137390136719	29.0018768310547	28.956485748291	28.9557933807373				21	21	21	75.8	75.8	75.8	33.097	0	323.31	38711000000	14	226	9	10	10	11	14	11	12	10	10	9	12	9	15	14	14	13	12	11	Q99J99;A0A2R8VHT1;A0A2R8VHE5	Q99J99	3-mercaptopyruvate sulfurtransferase	Mpst	4201
29.7710723876953	29.7358932495117	29.5751724243164	30.0086517333984	29.9342422485352	29.7185573577881	29.5647811889648	29.8230476379395	29.7362155914307	29.5753879547119	29.5355834960938	29.4908695220947	30.0098533630371	29.7695426940918	29.7845821380615	29.74928855896	29.7256107330322	29.7227478027344				33	33	33	76.2	76.2	76.2	38.384	0	323.31	57407000000	18	321	16	17	13	18	15	17	19	15	16	11	17	14	22	21	19	22	22	20	Q99JB2;A2AG39;F6WI02;A2AG41	Q99JB2;A2AG39;F6WI02	Stomatin-like protein 2, mitochondrial	Stoml2	4202
28.9779567718506	28.9708995819092	29.203685760498	28.9523544311523	28.9622917175293	29.1749095916748	28.9168701171875	28.9260921478271	28.915018081665	28.9365482330322	28.8815994262695	28.966423034668	28.7321453094482	28.7711811065674	28.6445770263672	28.5270500183105	28.6757640838623	28.6217403411865				42	42	40	66.1	66.1	64.2	59.696	0	323.31	54661000000	27	451	26	25	20	22	29	25	27	24	24	24	27	25	23	25	25	17	26	25	Q99JF8;A2BI12;Q99JF8-2;Q05CD2;F6RB63;F6W677	Q99JF8	PC4 and SFRS1-interacting protein	Psip1	4203
28.3353900909424	28.1291790008545	28.2611846923828	27.9528255462646	28.0894203186035	28.2905712127686	28.3937435150146	28.3517818450928	28.4631061553955	28.5968341827393	28.2657527923584	28.6867561340332	27.9966354370117	28.0825347900391	27.8248691558838	28.0550174713135	28.0408248901367	28.0817718505859				26	26	26	68.1	68.1	68.1	45.536	0	113.74	22854000000	26	224	11	14	15	14	12	12	10	15	15	17	12	11	14	12	11	8	15	10	Q99JI4;Q8C1T2;A0A286YDW8	Q99JI4;Q8C1T2	26S proteasome non-ATPase regulatory subunit 6	Psmd6	4205
30.4443092346191	30.3724384307861	30.3561553955078	30.5016136169434	30.4351959228516	30.3207702636719	30.1305046081543	30.1906051635742	30.3722305297852	29.9094200134277	30.2504501342773	30.0196933746338	30.6359901428223	30.5056896209717	30.5080528259277	30.3648414611816	30.4739227294922	30.3432922363281				35	35	33	86.3	86.3	86.3	35.649	0	323.31	148750000000	15	440	19	20	18	23	20	19	19	20	22	18	20	17	24	23	24	24	24	23	Q99JR1;Q8BPC9	Q99JR1	Sideroflexin-1	Sfxn1	4207
24.7334995269775	24.9247131347656	24.7728633880615	25.6593227386475	23.8027744293213	24.535120010376	24.4557647705078	25.190580368042	24.1330680847168	24.5096664428711	25.4247055053711	24.2329902648926	27.1127700805664	23.8113594055176	24.8397693634033	24.4253253936768	26.5533561706543	26.6371326446533				6	6	6	37.1	37.1	37.1	27.702	0	8.1267	828610000	18	17	0	0	0	0	1	1	0	0	1	1	0	0	4	2	2	0	3	3	Q99JR6;Q3V3F1;Q3V3C7;A0A087WSM7	Q99JR6;Q3V3F1;Q3V3C7	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3	Nmnat3	4208
26.6246376037598	25.9835929870605	26.3979187011719	26.8088226318359	26.5030326843262	26.2824554443359	26.1969108581543	26.2033863067627	26.3940467834473	25.8159713745117	26.1499614715576	26.0449771881104	25.77321434021	25.9068088531494	26.0379161834717	26.0925693511963	26.0485992431641	25.922342300415				19	19	14	47.7	47.7	39.7	55.373	0	82.472	4755900000	32	124	10	7	11	12	6	9	10	10	9	7	7	6	6	5	7	5	8	5	Q99JR8-2;Q99JR8;Q3TXH6;G3UXC0;Q3TM59;A0A2R8VHB7;A0A2R8VI28	Q99JR8-2;Q99JR8;Q3TXH6;G3UXC0;Q3TM59	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	Smarcd2	4209
27.2260971069336	27.6928539276123	27.748872756958	27.6078777313232	27.4069786071777	27.8631343841553	27.4047069549561	27.3230266571045	27.3901805877686	27.2479858398438	27.3855800628662	27.218542098999	27.6443710327148	27.5768661499023	28.0057640075684	27.5354919433594	27.7355060577393	27.8254776000977				10	10	10	32.3	32.3	32.3	62.118	0	186.28	5539300000	29	85	4	4	4	2	3	5	6	7	3	4	3	5	6	5	5	4	5	5	Q99JT1;Q8BW84;Q3TLZ6	Q99JT1;Q8BW84;Q3TLZ6	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	Gatb	4210
27.2438163757324	26.8858814239502	27.0213642120361	26.7267646789551	26.8074722290039	27.2243499755859	27.3204460144043	27.4466381072998	27.0575504302979	27.4494743347168	27.1800651550293	27.1186237335205	26.9741039276123	26.8259010314941	26.9043769836426	26.9020767211914	26.8421821594238	27.0294952392578				6	6	6	48.6	48.6	48.6	21.523	0	14.193	4043400000	12	55	3	3	4	2	2	4	5	5	4	4	2	3	3	3	2	3	3	2	Q99JT9	Q99JT9	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	Adi1	4211
28.6653633117676	28.7408542633057	28.9336242675781	28.7026615142822	28.5442523956299	28.9785022735596	28.932638168335	28.9961757659912	28.9197978973389	29.2046184539795	28.9199981689453	29.1123733520508	28.3309955596924	28.4617805480957	28.4815845489502	28.6451950073242	28.5400829315186	28.5841979980469				28	28	28	83.7	83.7	83.7	42.516	0	323.31	34440000000	17	260	12	15	15	14	14	14	15	15	18	17	16	18	15	15	13	12	14	16	Q99JX4;A2A702;A2A701	Q99JX4;A2A702	Eukaryotic translation initiation factor 3 subunit M	Eif3m	4212
29.9944248199463	30.2435436248779	30.3179702758789	30.3504753112793	30.4386692047119	30.4275226593018	30.1298904418945	30.0130519866943	30.2411594390869	30.180326461792	30.1350383758545	30.0428352355957	30.2420673370361	30.3036708831787	30.2393379211426	30.3006210327148	30.2240047454834	30.3074760437012				80	80	6	91	91	7.5	75.26	0	323.31	304650000000	44	1030	46	56	55	61	57	56	50	54	49	50	53	54	48	54	50	51	44	51	Q99JX6	Q99JX6	Annexin	Anxa6	4213
33.2317771911621	33.2185745239258	33.2563133239746	33.4172706604004	33.309455871582	33.1789779663086	33.1756362915039	33.2613639831543	33.2363471984863	33.040828704834	33.2457275390625	32.9863777160645	33.5089988708496	33.4301681518555	33.3288421630859	33.4215431213379	33.3853530883789	33.3156776428223				62	62	62	78.9	78.9	78.9	51.386	0	323.31	1371300000000	25	1776	41	44	41	44	48	39	41	41	41	36	47	38	46	42	46	46	45	43	Q99JY0;D3YXU1	Q99JY0	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	Hadhb	4214
25.7057228088379	25.5235767364502	25.8649291992188	25.8479499816895	25.7031898498535	26.2781715393066	25.9766845703125	25.9619922637939	26.058500289917	25.9378890991211	25.8731918334961	26.1321430206299	26.262825012207	26.6711463928223	26.2226753234863	26.2962284088135	26.3930320739746	26.4183311462402				11	11	1	48.1	48.1	5.3	42.189	0	68.062	3627100000	17	95	3	3	4	4	4	5	5	6	6	4	7	8	6	6	6	6	4	5	Q99JY4;Q6KAU1	Q99JY4	TraB domain-containing protein	Trabd	4215
27.611400604248	27.2123394012451	27.4283828735352	27.5305881500244	27.6601696014404	27.256649017334	27.3724384307861	27.3607654571533	27.3467178344727	26.9272785186768	27.367696762085	27.3275737762451	27.2170639038086	27.1079902648926	27.4566974639893	27.2770175933838	27.325345993042	25.1406364440918				5	5	5	25.6	25.6	25.6	35.216	0	96.503	5675300000	14	65	4	4	3	4	3	3	3	3	3	3	2	3	2	2	3	3	3	1	Q99JY8	Q99JY8	Lipid phosphate phosphohydrolase 3	Ppap2b	4216
28.4491596221924	28.5348987579346	28.3427829742432	28.083194732666	28.2237529754639	28.5581893920898	28.8607978820801	28.7920036315918	28.684684753418	28.8412208557129	28.7244892120361	28.8658199310303	28.750789642334	28.7697639465332	28.8007297515869	28.54811668396	28.9031410217285	28.7147960662842				14	14	11	78.8	78.8	69.2	22.399	0	136.02	21734000000	10	126	8	7	5	8	7	8	7	7	9	10	7	8	6	5	4	6	6	9	Q99JZ4;Q3TXJ4;P36536;A0A1W2P869;A0A1W2P6N3	Q99JZ4;Q3TXJ4;P36536	GTP-binding protein SAR1a	Sar1a	4217
27.2892971038818	27.3250885009766	27.0809097290039	27.269458770752	27.394193649292	27.2954406738281	27.3914928436279	27.3793964385986	27.3928031921387	26.9848976135254	27.1545085906982	27.256649017334	26.8343658447266	26.8429012298584	26.9365196228027	27.1249465942383	27.2560195922852	27.1158485412598				15	15	15	52.7	52.7	52.7	52.515	0	46.657	6804300000	23	108	7	7	5	4	9	6	6	5	6	4	6	10	7	3	4	6	7	4	Q99K23;A0A1B0GSM1;A0A1B0GSK1;A0A1B0GSY4;A0A1B0GRT2;A0A1B0GQY6	Q99K23;A0A1B0GSM1	Ufm1-specific protease 2	Ufsp2	4218
25.9232711791992	26.1176128387451	25.6263370513916	26.2049350738525	24.7412033081055	25.8786277770996	26.3910160064697	26.0478706359863	26.140983581543	26.3938331604004	26.7630653381348	26.3870429992676	26.0048313140869	26.0896034240723	26.333080291748	25.9881744384766	26.2469902038574	26.2846622467041				16	16	15	43.7	43.7	41.7	56.598	0	79.856	3603900000	26	82	4	3	5	3	2	3	5	7	4	9	6	7	4	4	6	2	4	6	Q99K28;Q99K28-2;Q3UR67;B0LAC6	Q99K28;Q99K28-2	ADP-ribosylation factor GTPase-activating protein 2	Arfgap2	4219
26.8509082794189	26.5950546264648	26.5537223815918	26.5860614776611	26.4888401031494	26.3114147186279	26.487829208374	26.378454208374	26.7567176818848	26.6131591796875	26.4960384368896	26.3170509338379	26.6072425842285	24.8927402496338	26.3465995788574	26.8935394287109	26.4856815338135	25.0714359283447				6	6	6	13.1	13.1	13.1	44.12	0	10.655	2748700000	19	63	4	5	5	3	3	4	3	5	3	5	3	4	2	2	4	3	3	3	Q99K70;Q99K70-2;B1AWT2;B1AWT3;Q7TT45	Q99K70;Q99K70-2	Ras-related GTP-binding protein C	Rragc	4220
25.4521160125732	24.7700157165527	25.2340335845947	24.8852519989014	25.2701358795166	25.3741474151611	25.0443935394287	25.2205543518066	25.1362571716309	25.1518993377686	25.0092792510986	25.1730651855469	24.7953090667725	24.7935733795166	24.8355236053467	24.9442939758301	24.8497638702393	25.0505981445313				5	5	5	7.5	7.5	7.5	109.98	0	15.554	917200000	46	35	2	2	2	2	2	2	2	3	3	3	2	3	2	2	2	1	2	1	Q99K74;A6PW47;Q99K74-3;Q99K74-2	Q99K74;A6PW47;Q99K74-3;Q99K74-2	Mediator of RNA polymerase II transcription subunit 24	Med24	4221
26.25954246521	26.7696380615234	26.7686290740967	26.4764404296875	26.5065326690674	26.8976993560791	27.1703548431396	27.0495758056641	26.942907333374	27.2260055541992	26.8405017852783	27.1150550842285	26.9670829772949	27.2716865539551	26.980001449585	27.0556907653809	27.1478290557861	27.1893329620361				22	22	21	40.1	40.1	39.1	87.142	0	177.12	8557500000	43	162	7	7	8	5	7	7	14	9	11	12	10	12	8	8	9	9	9	11	Q99KC8;F6TIL5;D3Z671;D3Z518	Q99KC8	von Willebrand factor A domain-containing protein 5A	Vwa5a	4223
28.060697555542	28.0329132080078	28.4323711395264	27.7446441650391	28.0435905456543	28.6395835876465	28.2870960235596	28.6106262207031	28.5014991760254	28.3473110198975	27.6969699859619	28.1982135772705	28.4925899505615	28.5600509643555	28.3160495758057	28.0510807037354	28.3865261077881	28.0886631011963				5	5	5	61.1	61.1	61.1	12.561	0	114.73	9859400000	7	55	4	4	3	3	2	4	3	3	3	3	3	4	3	3	2	3	3	4	Q99KD6;Q3UDK5;E9PZS8;Q61387;Q3U7R2	Q99KD6;Q3UDK5;E9PZS8;Q61387;Q3U7R2	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	Cox7a2l	4224
